product_name,brand,category,initial_price,final_price,rating,brand_encoded,category_encoded
"1pc Unique Crystal Studded Seahorse Design Brooch, Women's Casual Anti-Exposure Decorative Lapel Pin",SHEIN,"Women Brooch, Lapel Pin & Scarf Ring",1.7,1.7,0,25,460
"Women's Classic Color Contrast Spliced Tote Bag, Large Capacity Durable Lightweight Storage Shoulder Bags, Casual Versatile Commuting Work Sling Bag, Shopping Groceries Handbag For Daily Use, Fashion Valentine's Day Mother's Day Gifts",SHEIN,Women Tote Bags,9.6,9.0,0,25,494
"9pcs Party Queen Lace Masks, Shapeless Masquerade Mask, Sexy Venetian Carnival Eye Mask",SHEIN,Costume Eyewear,6.0,3.9,0,25,79
"20pcs Mixed Color Acrylic Geometric Pattern Three-Dimensional Color Checkerboard Square Beads - DIY Handmade Jewelry Making Supplies For Fashion Bracelet And Necklace Decoration - Synthetic Material, No Mosaic, No Plating, Straight Hole Design",SHEIN,Beads,4.1,2.46,0,25,25
"1PC Mini Stapler With Staples Portable Stapler Portable Mini Cute Desktop Stapler Set With Staples Student Stationery Office Supplies, Manual Stapler",SHEIN,Staples,2.6,2.08,0,25,391
"Synthetic Hair Extensions 24"" Invisible Wire No Clip In Hair Extensions Secret Fish Line Straight Curly Wig Accessorie Dark Brown High-Temperature Resistant Authentic And Natural",SHEIN,Synthetic Extensions,3.3,2.34,0,25,403
"30pcs/Box 14mm Color Spray Painted Small Bells In 10 Grid Storage Boxes Suitable For Making Key Chain Pendants Bells DIY Christmas Jewelry Accessories, Phone Chains, Clothing Accessories",SHEIN,Pendants,3.8,3.8,0,25,321
"Unbeatablesale 1.25-2 In. Original Cordless Binaural Hearing Aids,; Brown",Unbeatablesale,Bandage,23.65,23.65,0,30,16
"1 Roll, 10 Yards Christmas Mesh Tulle For DIY Wreath, Christmas Tree, Party Decor, Gift Wrap, Holiday Decorations, Flower Bouquet, Outdoor Garden Decoration",SHEIN,Festival Decor,4.4,3.74,0,25,141
32 PCS Hot Pink Balls Cake Decoration B Aby Shower Cake Decoration Pink Leaves Palm Leaves Cake Decoration Boho Cake Decoration For Wedding Birthday Bachelorette Party,SHEIN,Cake Toppers,6.6,6.3,0,25,38
Unbeatablesale Jasco Products 26427 18 In. Plug Led Lgt Fixture,Unbeatablesale,Lighting Fixture Chains,48.18,48.18,0,30,244
"2024 New Crystal Petal Stud Earrings, Women High-End Luxury Delicate Earrings, Fashionable Trendy Earrings",SHEIN,Women Stud Earrings,1.8,1.8,0,25,489
"35pcs Cake Turntable, Piping Nozzles, Icing Scraper, Piping Bags, Cake Decorating Tools Set",SHEIN,Bakeware Sets,19.5,18.8,0,25,14
"1pc Unisex Hair Root Comb Styling Applicator With Comb Teeth, Scales, Hair Dye & Hair Perm Bottles, Ideal For Home Hair Styling Tools",SHEIN,Hair Styling Tools,1.9,1.62,0,25,176
"10pcs Random Color Felt Button Bracelets, Party Favors & Photo Props",SHEIN,Other Party Favors,2.2,2.2,0,25,296
Unbeatablesale IWGAC 0170J-51538S Clear Rose Cut Crystal Cupboard Knob - Silver,Unbeatablesale,Cookware Handles & Knobs,13.38,13.38,0,30,76
"1.27-Inch Smart Watch With TFT High-Resolution Display, Multi-Language System, Blood Oxygen, Blood Pressure & Sleep Monitoring, Customizable Dial, Activity Tracking, Breathing Rate Monitoring, Music Control, Compatible With Android And IOS, NFC Enabled",SHEIN,Smart Watches,29.1,29.1,0,25,380
10pcs Transparent Acrylic Table Plate Guest Name Reserved Table Number DIY Wedding Banquet Party Event Decoration,SHEIN,Wedding Decoration,1.8,1.37,0,25,443
"30W Ceiling Fan With E27 LED Light, Rotating Cooling Function, Remote Control, For Home Room Decoration",SHEIN,Ceiling Fans,42.6,41.44,0,25,49
Unbeatablesale Suntime ST-CO3-KSW-COMPM-A Kansas State Wildcats-Competitor Steel AnoChrome Watch,Unbeatablesale,Other Sports Accessories,105.05,105.05,0,30,300
"Halloween Decoration T-Rex Inflatable Costume For Adults - Perfect For Halloween, Stage Performances & Parties - Battery Operated (Aa), Polyester Inflatable Costumes For Adults",SHEIN,Party Costumes & Sets,41.59,41.59,0,25,315
"1PC Silk Roses Vine Artificial Flowers Fake Green Leaf Plants Valentine's Day Bride Bouquet For Autumn Decorations Wedding Vase For Home Dining Room Bedroom Decorations, Festival Birthday Party Accessories, Outdoor Garden Decorations",SHEIN,Artificial Flowers,2.8,2.44,0,25,4
"1pc Unisex Funny Printed Mesh Trucker Cap, Suitable For Daily Wear, Travel, Hiking, Beach - Sun Protection Hat",SHEIN,Men Baseball Cap,4.8,3.0,0,25,258
"Unbeatablesale TZ Case TC-07 PA Mini Pro Cosmetic Case, Pink Alligator",Unbeatablesale,Makeup Bags,84.99,84.99,0,30,251
"1pc Unisex Mini Silicone Guitar Keychain, Cute Gift For Music Lovers, Suitable For Phone, Car Key, Bag Decor, Back To School & Valentine's Day Gift",SHEIN,Keyrings & Keychains,2.2,2.1,0,25,206
"Unbeatablesale Kdar B14SD100 14.6 In. Standard Duty Cable Ties, Black - Pack Of 100",Unbeatablesale,Labeling Supplies,21.34,21.34,0,30,239
Unbeatablesale Suntime Alabama Crimson Tide Soccer Wall Clock,Unbeatablesale,Other Sports Accessories,47.7,47.7,0,30,300
1 Set Outdoor Camping Hanging Rope - With 19 Loops - Portable Clothesline - Windproof & Slip-Resistant Camping Storage Belt With Carabiners - Universal Storage Bag For All Campers,SHEIN,Camping & Hiking Accessories,7.8,6.9,0,25,39
"Unbeatablesale 224 Mm Pull, Vintage Bronze",Unbeatablesale,Door Handles & Locks,21.64,21.64,0,30,122
20pcs Chocolate Cup Valentine's Day Bouquet Accessories Packaging DIY  Chocolate Packaging Chocolate Cup Chocolate Packaging Shell Birthday Gift Packaging Holiday Gift Packaging Valentine's Day Chocolate Packaging Material,SHEIN,Food Wrap Boxes,5.0,4.8,0,25,159
"1 Roll Of 15.7*1181 Inches Transparent Gift Wrapping Paper, Packaging Bag Suitable For Gift Basket, Flower Art Crafts And Wedding Party Decorations, Bread And Baking Packaging Air Fryer Kitchen Air Fryer Liners Air Fryer Paper Airfryer Air Frier",SHEIN,Parchment,8.3,8.3,0,25,313
"1pc Transparent Plastic Heart Shaped Ornament, Christmas Decorations Fillable Balls, DIY Crafts, Christmas Tree Decorations, Wedding Party, Holiday Home Decor, Open Decorative Hanging",SHEIN,Festival Decor,1.5,1.28,0,25,141
30Inch/80cm Dark Blue Universal Wig Extra Long Straight Hair Wig Heat Resistant Synthetic Wig Comfortable And Stylish Versatile Anime Cosplay Wig With Bangs For Halloween Carnival School Party Wig Straight Super Long Dark Blue Wig With A Long Fringe For Holiday Birthday Gift For Christmas Thanksgiving Day Decorations & 1pc Wig Cap,SHEIN,Cosplay Wigs,12.9,9.39,0,25,78
GLOWMODE 30L Champion 3-In-1 Tennis Tote Bag,GLOWMODE,Outdoor Sports & Tote Bags,35.0,35.0,0,9,307
1 Set Rainbow Heart Star Cloud Wall Stickers - Kids Room Wall Decor DIY,SHEIN,Nursery Wall Décor,3.3,1.82,0,25,282
"Japanese Style Porcelain Bowls Set Of 6, 10 Oz Blue And White Bowl Gift Set, QOMO 1996, Suitable For Microwave, Dishwasher Safe, Pasta Bowl, Rice/Cereal Bowls, 4.5 Inch",SHEIN,Bowls,21.9,15.01,0,25,32
"30pcs Women Temporary Tattoos Inspirational Text, Rose, Sunflower Designs, Long Lasting Waterproof Body Stickers, Lasts 1-2 Weeks",SHEIN,Temporary Tattoos,5.7,5.0,0,25,418
"Jepeak Jepeak Decorative Throw Pillow Covers Cases Pack Of 2 Chenille Cozy Modern Concise Square Cushion Covers For Sofa Couch Bedroom Home Decor, 26x26 Inch",Jepeak,Cushion Cover,28.5,20.6,0,12,87
Jewel Tiered Snowflake Ornament Drop (Set Of 12),SHEIN,Pendant & Drop Ornaments,113.99,87.99,0,25,320
"1pc Unicorn Pen Case + 1 Random Eraser, Cartoon EVA Large Capacity 3D Pencil Box",SHEIN,Pencil Bags,5.6,5.6,0,25,318
New Arrival Street Style Solid Color Shoulder/Hand/Crossbody Bag For Casual Outings,SHEIN,Women Top Handle Bags,12.5,9.38,0,25,493
"10pcs Paper Poinsettia Reindeer Cake Decoration Set, Paper Reindeer Antler Cake Toppers Baking Supplies For Christmas Cake Decoration, Christmas Party",SHEIN,Cake Toppers,1.3,0.96,0,25,38
1pc Unicorn Design Pencil Bag,SHEIN,Pencil Bags,5.3,4.24,0,25,318
Unbeatablesale Jacks 1003-YE Trailer Tie Yellow,Unbeatablesale,Horse Grooming & Bathing Supplies,26.22,26.22,0,30,190
"32 Pages 1 Book+Gift ,Learn English Letters Practice Book English Tracing Red Book, Writing Copybook,Writing English Calligraphy Exercises Book",SHEIN,"Kids Diaries, Journals, & Notebooks",2.6,2.6,0,25,211
Tape In Hair Extensions Synthetic Hair 24 Inches 10pcs 55g/Pack Straight Hair Superior Quality Synthetic Extensions,SHEIN,Synthetic Extensions,7.0,6.1,0,25,403
"20pcs Each Of Small, Medium, And Large Plastic Round Crochet Stitch Markers/Knitting Tools",SHEIN,Other Sewing Tools & Accessories,1.3,1.3,0,25,298
"Jepeak Jepeak Woven Textured Decorative Throw Pillow Covers, Pack Of 2 Solid Linen Square Farmhouse Cushion Cases For Sofa Bed Couch, 20x20 Inch",Jepeak,Cushion Cover,21.4,15.4,0,12,87
Unbeatablesale 212-1630 Adjustable Cluster Jet Body,Unbeatablesale,Swimming Pools,17.6,17.6,0,30,402
"150pcs (3 Colors), 8.5*7cm, Artificial Maple Leaves Message Note Book Stickers, Thanksgiving Birthday Announcement Decoration, Suitable For School, Classroom, Family Gathering Supplies, DIY Wreaths, Home & Outdoor Decor, Wedding & Holiday Decorations",SHEIN,Festival Decor,1.8,1.7,0,25,141
2086PCS Halloween Diy Kit Ghost Pumpkin Bat Bracelet Making Pendant Pendant,SHEIN,Fittings DIY & Tools,6.1,5.8,0,25,149
"Jewelry Box Case,Women's Keychain,Traveling Jewelry Holder Storage, Pill Box Keychain Container,Travel Jewelry Case Organizer Portable Ring Box Container Storage For Women Men Carrying Earrings Necklaces On Trip,Jewelry Box Case, Traveling Jewelry Holder Storage, For Car Keys, Mobile Phones, Cameras, Wallets, ID Cards, Badge Cards, Wristband Keychains,Suitable Gift For Girls, Boys, Men And Women, College, High School And Sports Rings. Anniversary, Birthdays, Christmas, Valentines Day",SHEIN,Bag Charms,2.4,2.2,0,25,13
"30Inch/80cm Versatile Universal Cosplay Wig With Bangs, Extra Long Straight Black Wig With Slant Bangs For Women Heat Resistant Synthetic Anime Costume Wig For Halloween Party School Holiday Daily Wear And Go, Natural Looking Comfortable And Stylish Realistic Wig With A Long Fringe Wigs For Thanksgiving Day Birthday Gift For Christmas Decorations, Funny Cos Prop Accessories & 1pc Wig Cap",SHEIN,Cosplay Wigs,13.6,11.48,0,25,78
"31.5 Inch Indoor Cat Tree, Cat Tower With Cat Apartment, Hanging Ball, Green",SHEIN,Cat Trees & Condos,115.6,115.6,0,25,47
Swimsuits For All Women's Plus Size Hollywood Colorblock Wrap Bikini Top,SHEIN,Plus Size Bikini Tops,68.0,28.66,0,25,337
ROMWE Fairycore Personalized Cold Golden Green Sun Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
"30pcs Waterproof Temporary Tattoos For Women & Girls - Colorful Black Roses, Butterflies, Delicate Designs, Cover Scars, Intimate Area Tattoos",SHEIN,Temporary Tattoos,1.9,1.7,0,25,418
"1pc Unisex Oval-Shaped Retro Fashion Glasses, Suitable For Fashion Outfits And Outdoor Activities",SHEIN,Men Fashion Glasses,4.8,4.6,0,25,263
"14pcs/Set Fashionable Bohemian Style Heart Butterfly Shell Aircraft Coin Pendant Golden Anklet Set, Great For Summer Beach, Party, Date, Gift, Daily Wear",SHEIN,Women Anklets,4.2,3.07,0,25,453
Unbeatablesale Humminbird HUM4102001 Helix-R 5 DI G2 Fishfinder,Unbeatablesale,Fishing Accessories,376.79,376.79,0,30,147
"1PC Over The Door Hanging Organizer With 5 Large Pockets Wall Mount Pantry Storage With Clear PVC Window & 2 Big Metal Hooks For Closet,Bathroom,Nursery,Bedroom,Dorm,Baby Diapers,Kids Toys Halloween Decorations Halloween Costumes Autumn Decor Festival Decor",SHEIN,Hanging Organizers,35.99,30.99,0,25,184
Unbeatablesale 15 Plus PRO Card Box - Purple - 3 Piece,Unbeatablesale,Dispensing Bottles & Storage Bottles,11.3,11.3,0,30,115
"1pc Unisex Silicone Strap Barrel-Shaped Quartz Wristwatch, Blue, Fashionable & Elegant, Lightweight For Daily Wear",SHEIN,Women Quartz Watches,3.1,3.1,0,25,482
"ROMWE Fairycore 1pc Unique Cold Gold & -Shaped Earrings, Suitable For Women Daily Wear",ROMWE,Women Dangle Earrings,1.6,0.96,0,22,467
"Idee-Home Outdoor Chair Cushions Set Of 2, Outdoor Seat Cushions 22x22 Waterproof, Patio Chair Cushion Color Fastness With Ties Patio Furniture Garden Sofa Couch Pads",SHEIN,Outdoor Pillows & Cushions,64.7,46.6,0,25,306
"1 Set Of 10 Pieces -  Accessories - Cute High-End Masonry Shoe Decorations, Shoe Buckles And Shoe Flowers (Random Pattern)",SHEIN,Shoes Accessories,2.2,1.1,0,25,373
JMEXSUSS 168FT 600 LED Christmas Lights Outdoor Waterproof 8 Modes Indoor Christmas String Lights Warm White Christmas Tree Lights Plug In For Room Bedroom Wedding Party Holiday Decorations.,SHEIN,String Lights,39.99,35.99,0,25,400
"1 Piece Retractable Keychain, Heavy Duty Tactical Carabiner Key Reel (With Rope), ID Holder Key Reel",SHEIN,Key Holder & Keychain Organizers,2.9,2.9,0,25,204
"1 Roll Realistic Wood Grain Repair Tape - Durable Multi-Purpose Adhesive Patch Suitable For Furniture, Flooring, Cabinets, Windows, Doors, RVs, Home Decor And DIY Projects, Waterproof And Moisture Resistant, Great For Bedroom, Home, Living Room, Bathroom Or Kitchen Decor",SHEIN,Wall Paper,5.7,2.85,0,25,438
"1 Set,Rustic Wooden Home Sign - Farmhouse Wall Decor For Living Room,Perfect For Living Room, Kitchen, Dining Room - Great Home Decoration Gift",SHEIN,Decorative Letters & Numbers,12.9,12.5,0,25,103
ROMWE Fairycore 1pair Simple Bohemian Style Light Purple Tassel Drop Earrings For Women,ROMWE,Women Dangle Earrings,1.5,1.0,0,22,467
1 Piece Vintage Fabric Thousand Bird Check Top Shoulder Handbag Simple Zipper Closure Tote Bag For Women's Daily Casual And Travel Use,SHEIN,Women Tote Bags,8.0,6.0,0,25,494
New Stylish 12-Digit Cartoon Car Design Children's Silicone Strap Watch,SHEIN,Kids Watches,2.4,2.0,0,25,230
"1PC Large Capacity Multifunctional Key Storage Bag, Simple Small Key Bag For Fall Home Decor",SHEIN,Multifunctional Storage Bags,2.7,2.55,0,25,276
"Jespet & GOOPAWS Soft-Sided Airline-Approved Travel Dog & Cat Carrier, 17''",SHEIN,Pet Hard-Sided Carriers,35.99,25.99,0,25,328
"20pcs Daisy Printed Disposable Napkins, Summer Floral Party Tableware Decoration",SHEIN,Disposable Napkins,3.2,3.1,0,25,118
"15.6 FHD Lightweight Laptop, Intel Quad Core-12th N100 Processor With A Maximum Speed Of Up To 3.4GHz, 8GB RAM, 1TB SSD, FHD IPS (1920x1080), Suitable For Business Use. It Comes With A Backlit Keyboard, Fingerprint Functionality, A 2-Year Warranty, WiFi 6, BT 5.2, Win11",SHEIN,Laptops,456.2,319.3,0,25,241
"1 Set Simple & Fashionable Gold-Color Adjustable Open Bangle And Necklace Suit, Elegant Gift For Women",SHEIN,Women Jewelry Sets,2.4,2.4,0,25,476
ROMWE Fairycore Personality Cool Gold-Color Green Sun-Shaped Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
"20pcs Artificial Willow Leaves, Fake Greenery Leaves For Wedding Party Decor, Faux Hanging Vine Foliage",SHEIN,Artificial Plants,2.4,2.3,0,25,6
"1 Set,Rustic Wooden Home Sign - Farmhouse Wall Decor For Living Room,Perfect For Living Room, Kitchen, Dining Room - Great Home Decoration Gift",SHEIN,Decorative Letters & Numbers,17.1,13.17,0,25,103
"22.5"" Tall Planter,Conical Planter For Indoor And Outdoor - Modern Black Plant Pot For Front Porch Patio, Self-Watering, Drain Holes, Water Level Monitor",SHEIN,Flower Pots & Planters,83.3,60.2,0,25,154
ROMWE Fairycore 1pc Unique Cold Gold & Green Sunshape Dangle Earring,ROMWE,Women Dangle Earrings,1.6,0.96,0,22,467
Unbeatablesale K Tool International KTI22801 12 Piece Torq Socket Set,Unbeatablesale,Sockets,30.45,30.45,0,30,381
"1 Set/4pcs Square Eraser Student Pen Ballpoint Pencil Dual Purpose Eraser Study Office Dual Purpose, Back To School, School Supplies, Office Supplies",SHEIN,Erasers,2.4,2.4,0,25,134
1PC Sanitary Napkin Storage Bag Aunt Towel Portable Storage Bag Multifunctional Large Capacity Sanitary Napkin Menstrual Small Bag Aunt Towel Bag Back To School Organizer School College Organization,SHEIN,Other Storage,2.6,2.5,0,25,301
"357Slots /Set Cable Clips - Cord Organizer, Cable Management, Cable Organizer Clips Cord Holder, Cable Organizer Cord Holder For Desk, Charging Cable Holder Cord Clips, Nightstand Cord Organizer Cable Management Wire Clip,Self Adhesive Cable Management For USB Cable/Power Cord/Wire, Car And Desk, Home And Office, Charging Accessory Cables, Mouse Cable, PC- Rubber Adhesive Cord Hooks Fit Home, Cubicle, Car, Desk Accessories",SHEIN,Cable Storage,2.6,2.56,0,25,37
"1 Set Wooden Floor Cleaner & Care. Includes Protector, Polish, Brush For Wooden Furniture And Floors",SHEIN,Wall Mending Agent & Caulk,3.8,3.8,0,25,436
ROMWE Fairycore Stylish Gold & Green Sun Shaped Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
"1 Push-Type Oil Spray Bottle, Household Condiment Bottle, Kitchen Oil Sprayer, Oil Control Bottle, Kitchen Oil Spray Atomization Bottle, Used For Kitchen Cooking Oil, Seasoning Dust-Proof Packaging",SHEIN,Other Kitchen Tools,3.6,3.37,0,25,293
"Iron On Letters, 52 Pcs Letter Patches With Ironed Adhesive, Decorate Repair Patches, Iron On Letter Patches, Alphabet Embroidered Patch A-Z, For T-Shirts, Jeans, Jackets, Socks, Bags, DIY Accessories Etc",SHEIN,Patches,4.4,4.2,0,25,317
"Japanese Style Rectangular Plastic Dish Plate Set, Includes Long Platter, Fish Plate, Hotpot Side Dish Plate, Commercial Breakfast, Pasta And Salad Serving Plates",SHEIN,Dinner Plate,12.5,12.0,0,25,114
It's Not Going To Lick Itself Oven Mitt Funny Christmas Candycane Beater Cooking Kitchen Glove,SHEIN,Oven Mitts & Oven Sleeves,15.99,13.99,0,25,309
"1 Set Single Tri Fins Box, Surfboard Fin Box Set With Screws Key, Surfing Screw Surfboard Surf Fins Plugs SetPaddle Boad",SHEIN,Other Surf Supplies,8.0,7.0,0,25,302
"Halloween Decoration 36cm Small Ghost Pillow - Can Be Used As Halloween, Thanksgiving, Christmas, New Year, Valentine's Day, Easter Gift, Suitable For Room, Bedroom, Outdoor Holiday Decoration",SHEIN,Plush & Stuffed Collections for Teenager,26.4,26.4,0,25,341
"36pcs Shirt Anti-Exposure Paste Strips, Invisible Shoulder Strap Clips For Shirt,Dress,Blouse",SHEIN,Clothing Anti-Slip Accessories,1.2,1.2,0,25,67
"1.5 Inch Rotating Curling Iron Brush, Double PTC Heated Thermal Brush Tourmaline Ionic Round Brush, 3 In 1 Thermal Hair Brush Dual Voltage For Long Medium Hair, 3 Temperatures, 30S Fast Heating",SHEIN,Curling Tongs & Curling Wands,76.5,51.4,0,25,86
"Unbeatablesale Hy-Ko Products KC192 6 In. Beaded Chain, Pack Of 5",Unbeatablesale,Labeling Supplies,11.92,11.92,0,30,239
"Unbeatablesale 33 In. Reflection Rectangular Framed Wall Mirror,; Textured Brass",Unbeatablesale,Wall Mounted Mirrors,52.93,52.93,0,30,437
"KOSKY 300 Mbps USB WiFi Adapter For PC Wireless Network Mini Wireless Network Card,Adapter For Desktop With 2.4GHz,Wifi Adapter, 802.11n, USB 2.0 Supports Win11/10/8.1/8/7/XP",SHEIN,Network Cards,4.5,4.28,0,25,278
ROMWE Fairycore Chic Gold-Color Red Sun Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
ROMWE Fairycore Personality Cold Gold & Green Sun-Shaped Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
1 Piece Vintage Fabric Thousand Bird Check Top Shoulder Handbag Simple Zipper Closure Tote Bag For Women's Daily Casual And Travel Use,SHEIN,Women Tote Bags,8.4,7.9,0,25,494
ROMWE Fairycore Unique Cold Golden & Green Sun Shaped Earrings,ROMWE,Women Dangle Earrings,1.6,1.6,0,22,467
Unbeatablesale 1.75 In. H X .50 In. P X 96 In. L Sofia Chair Rail,Unbeatablesale,Wall Decoration,25.09,25.09,0,30,435
"10pcs Transparent Gift Bag With Handle, Party Family Day, Anniversary, Birthday Gift, Holiday Blessing Gift Wrapping Bagjewelry Box,Jewellery Box,Jewelry Organiser For Women And Girls,Jewelry Holder, Ideal For Halloween Earrings,Necklace,Rings,And Wedding Accessories;Also Suitable For  Home Decor And Bridesmaid Gift",SHEIN,Jewelry Gift Packaging,6.6,6.4,0,25,198
1 Roll Of 32 Wormwood Pattern Drawstring Garbage Bags For Household Thickened And Unbreakable Portable Oversized Kitchen Garbage Bags,SHEIN,Trash Bags,2.5,2.34,0,25,425
"1 Set Girls Princess Party Accessories Including 1 Wand, 1 Pair Gloves, 1 Crown, Suitable For Princess Party Role Play, Stage Performance",SHEIN,Kids Dress-Up Accessories,4.9,4.1,0,25,214
"31.5"" Spun Bamboo Tall Floor Vase - Sleek Metallic Finish, Elegant Home Decoration, Modern Accent Piece, Living Room Decor, Handcrafted Bamboo Art, Contemporary Interior Design, Unique Tall Vase, Black Large",SHEIN,Vases,215.44,149.61,0,25,430
"1set Minimalist Elegant Adjustable Gold-Tone Bangle Choker Jewelry Set, Women Holiday Gift",SHEIN,Women Jewelry Sets,3.0,3.0,0,25,476
"Sweet Zirconia Starfish Bow Earrings, Fashionable And Niche Temperament, High-End Earrings For Women",SHEIN,Women Stud Earrings,3.5,3.26,0,25,489
"1 Set Of Fashionable And Popular 2024 New Pearl Earrings, Female Earrings Set, Simple And Classic, Versatile Pearl Set Of Different Sizes, Suitable For Women's Daily Wear",SHEIN,Women Earring Sets,1.9,1.62,0,25,468
"10pcs Random Snowman, Reindeer, Santa Claus Wooden Christmas Tree Hanging Pendants Decorations For New Year Party",SHEIN,Christmas Supplies,2.1,1.96,0,25,61
1 Pc Hair Bows For Women Big Bow Hair  Clips For Girls Silky Satin Large Hair Ribbons Oversized Long Tail Hair Bows Hair Barrettes Hair Accessories Gifts Halloween,SHEIN,Hair Clips,1.7,1.7,0,25,175
Unbeatablesale K Tool International KTI24132 3/4 Inch Drive Standard 6 Point Chrome Socket - 1 Inch,Unbeatablesale,Sockets,16.71,16.71,0,30,381
32 Pcs Assorted Christmas Nipple Covers Sexy Xmas Nipple Pasties Disposable  Breast Sticker Sexy Lingerie Accessories,SHEIN,Sexy Lingerie Accessories,10.7,9.4,0,25,370
1 Piece Synthetic Heat-Resistant Straight Hair 24 Inch Long Straight Glacier Blue Wig Middle Part Bangs S-Shaped Hairline Natural Looking Soft Heat Resistant Wigs For Party Daily Use,SHEIN,Synthetic Woven Wigs,14.6,12.7,0,25,407
Synthetic  Wig Fashion Short Women's Sexy Mixed Color 16inch Natural Hair Synthetic Wig Straight Middle Parting Hair Style For Daily Party Use,SHEIN,Synthetic Woven Wigs,15.3,10.89,0,25,407
"10pcs Blue Chair Back Decorative Flower With Bowknot, For Christmas And Halloween",SHEIN,Centerpieces,4.4,4.3,0,25,52
"KUMI KU6 Meta Smart Watch IP68 Waterproof 1.96"" 100+Exquisite Dial With Compass Bluetooth Call Liveness Detection",SHEIN,Smart Watches,41.7,39.31,0,25,380
"1 Volleyball Training Net,Equipped With A Tennis Net And Iron Frame, Suitable For Beaches And Grasslands",SHEIN,Volleyball Net System,67.3,59.3,0,25,431
Unbeatablesale Keeney SD7PVCGP General Purpose Drain For 2 &Amp; 3 In. Sch 40. PVC Pipe,Unbeatablesale,Showerheads & Accessories,12.74,12.74,0,30,374
"304 Stainless Steel Insulated Lunch Box, Large Capacity Meal Container For Office Workers & Students",SHEIN,"Lunch Boxes & Insulated Lunch Boxes, Insulated Food Jar",19.1,18.4,0,25,249
"1 Set Of Percussion Musical Instrument Toy, Including Hand Drum, Xylophone, Maracas, Suitable For Music Beginner Boys And Girls",SHEIN,Baby Ringing Toys,8.9,5.96,0,25,11
"THE MONSTERS Plush Doll - Cute Labubu Macaron Design Blind Box, Soft Figurine",SHEIN,Decorative Crafts,22.0,19.33,0,25,100
"Jepeak Jepeak Decorative Throw Pillow Covers Cases Pack Of 4 Chenille Cozy Modern Concise Square Cushion Covers For Sofa Couch Bedroom Home Decor, 20x20 Inch",Jepeak,Cushion Cover,34.2,24.7,0,12,87
1 Votive Round Cut Cups Square Wall Decor Set Of 4,SHEIN,Decorative Hanging Ornaments,253.8,110.28,0,25,102
1 Roll Of 3/2 Inch X 50 Ft Natural Black Walnut Wood Veneer Pre-Glued Edging Tape For Cabinet Refacing And Furniture Restoration,SHEIN,Door Molding & Trim,7.2,7.2,0,25,123
Unbeatablesale Kaba EB3-U-HD111 Acura Electronic Key Blade,Unbeatablesale,Keyrings & Keychains,14.26,14.26,0,30,206
Unbeatablesale K Tool International KTI75450 Damaged Hex Screw Removing Allen Key Set - 9 Piece,Unbeatablesale,Other Tool Organizers,35.06,35.06,0,30,304
Sunflowers Make Me Happy - Set Of 2 Sunflower Storage,SHEIN,Other Home Office Storage,23.98,16.79,0,25,289
20PCS Birthday Party Scene Decoration Yellow Duck Latex Balloon,SHEIN,Decorative Balloons,2.3,1.84,0,25,98
"1 Set/50pcs Motivational Greeting Cards, Cartoon Design With Positive English Quotes For Women",SHEIN,Postcards,9.8,9.8,0,25,343
"1pc USB Powered Handheld Pill/Lint Remover, Mini Portable Home Fuzz Shaver With Transparent Lid",SHEIN,Lint Rollers & Brushes & Remover,5.2,3.28,0,25,245
"1pc Dry & Wet Use Makeup Sponge Set (Including Storage Box), Non-Latex Makeup Sponge, Reusable And Washable Makeup Applicator For Powder, Liquid, Smooth Finish, Suitable For Men And Women, Portable Daily/Travel Necessity",SHEIN,Makeup Puffs & Sponges,5.0,4.3,0,25,253
"Fashionable Casual Large Capacity Solid Corduroy Women's Crossbody Bag Black Corduroy Hobo Shoulder Bag, Lightweight Minimalist Bag, Tote Solid Color Bag Handbags",SHEIN,Women Crossbody,6.1,5.7,0,25,466
"IDsarah For IPhone 15 Pro Max Case With Stand,Heavy Duty Protection Shockproof Anti-Scratch Slim Lightweight Protective Sturdy Case Hard Cover For IPhone 15 Pro Max 6.7 Inch,Black",SHEIN,Stand Phone Case,13.9,9.5,0,25,387
Fashionable Casual Large Capacity Solid Color Pleated Bubble Women Handbag Crossbody Single Shoulder Tote Bag New Spring/Summer Design Adjustable Single Shoulder Crossbody Laidback Soft Bag For Women,SHEIN,Women Crossbody,5.4,5.1,0,25,466
Synthetic Heat Resistant Front Lace Wigs With Baby Hair 13*3.5 Long Braid Women Hair 22inch Black Daily Used High Quality For Women Women Natural Looking Women Good Quality Synthetic Soft Beginner Friendly Wigs,SHEIN,Synthetic Lace Wigs,77.2,46.32,0,25,405
"Unbeatablesale Integra ITA18298 Chalk Ink Marker, Assorted Color - Pack Of 4",Unbeatablesale,Markers,11.1,11.1,0,30,254
"Jepeak Jepeak Woven Textured Decorative Throw Pillow Covers, Pack Of 4 Solid Linen Square Farmhouse Cushion Cases For Sofa Bed Couch, 20x20 Inch",Jepeak,Cushion Cover,36.4,26.2,0,12,87
